0.4805085,0.4028674,1
0.2491525,0.5121864,0
0.9711865,0.6326165,1
0.5805085,0.6774194,1
0.5922034,0.4301057,1
0.4130508,0.505914,1
0.6538983,0.2551971,1
0.3922034,0.4510753,1
0.3808475,0.234767,0
0.5650848,0.3046595,1
0.3608475,0.6075269,0
0.6172882,0.6146954,0
0.4094915,0.3172043,1
0.1881356,0.2706093,1
0.3050848,0.29319,1
0.5864407,0.6129032,0
0.3794915,0.4621864,1
0.6657627,0.4077061,1
0.5295424,0.2168459,0
0.7186441,0.4361291,1
0.7101696,0.5193549,0
0.6125424,0.3869176,1
0.7457627,0.1774194,1
0.3322034,0.3489248,1
0.3961017,0.639785,0
0.4786441,0.2132617,0
0.3322034,0.5019714,1
0.4925424,0.4226882,1
0.5925424,0.3016129,1
0.3959322,0.6415771,0
0.3759322,0.4749104,1
0.4147458,0.7293907,0
0.7949153,0.1845878,1
0.5966102,0.3111111,1
0.4362712,0.2643369,0
0.4559322,0.4291452,1
0.6274577,0.6738352,0
0.6723729,0.4571685,0
0.2677966,0.2905018,1
0.4861017,0.8709678,0
0.4759322,0.7473118,1
0.801695,0.6899642,1
0.7745762,0.7473118,1
0.2050847,0.3469534,1
0.8966102,0.3091398,0
0.5949153,0.6254481,0
0.3955932,0.3066308,0
0.6818644,0.3786739,1
0.2661017,0.2078853,1
0.9440678,0.6451613,1
0.4769492,0.6164875,0
0.3440678,0.3299283,1
0.3588136,0.4198925,1
0.4808475,0.3555556,1
0.4898305,0.7401434,1
0.3118644,0.3107527,1
0.4550848,0.2043011,0
0.7762712,0.4937276,0
0.5633898,0.2810036,1
0.2898305,0.5498208,0
0.7186441,0.3474911,1
0.7677966,0.1236559,1
0.5820339,0.6756272,1
0.7220339,0.5082438,0
0.4222034,0.68638,0
0.5334576,0.4043011,1
0.4840678,0.3107527,1
0.740678,0.3860215,0
0.7152542,0.5008961,0
0.5715255,0.2919355,1
0.5601695,0.1308244,0
0.6059322,0.5421147,0
0.4094915,0.5792115,0
0.6815255,0.568638,0
0.8322034,0.3130825,0
0.5862712,0.5161291,1
0.840678,0.3854839,0
0.5275254,0.6845878,1
0.8813559,0.5971326,1
0.738983,0.5166667,0
0.4666102,0.7598567,0
0.6633899,0.5335126,1
0.6130509,0.5197133,1
0.5238168,0.4788531,1
0.5008475,0.2311828,0
0.6932204,0.4738351,0
0.5402204,0.1899642,0
0.7186441,0.487276,0
0.5888136,0.8136201,0
0.3186441,0.3550179,1
0.5435594,0.2365592,0
0.6598305,0.670251,0
0.7355933,0.4071685,0
0.6625424,0.436595,1
0.4754237,0.7831541,0
0.4118644,0.4156272,1
0.4977966,0.2096774,0
0.7152542,0.5051972,0
0.3705085,0.3919355,1
0.562034,0.1810036,0
0.5972882,0.3944445,1
0.6966102,0.3163083,1
0.2050847,0.2528674,1
0.4333898,0.6469535,0
0.7033898,0.4184051,1
0.2813559,0.2455197,1
0.2508475,0.2258065,1
0.2627119,0.3175627,1
0.2762712,0.3749104,1
0.4901695,0.3098567,1
0.5476272,0.4452868,1
0.2118644,0.2732975,1
0.4376271,0.3001792,1
0.3322034,0.4169534,1
0.2966102,0.3532258,1
0.6532204,0.2842294,1
0.5240136,0.4752689,1
0.4838983,0.2096774,0
0.6674576,0.5003585,0
0.2254237,0.218638,1
0.6850848,0.5387097,0
0.7050847,0.5102151,0
0.5718644,0.8530467,0
0.4411865,0.3322581,1
0.3961017,0.3707885,1
0.4277966,0.1899642,0
0.6801695,0.5955198,0
0.2779661,0.1971326,1
0.7033898,0.3517921,1
0.2661017,0.4978495,0
0.6091526,0.7473118,0
0.6983051,0.3940861,0
0.5305593,0.1577061,0
0.5059322,0.349104,1
0.7661017,0.2114695,1
0.4783051,0.155914,0
0.6620339,0.5648746,0
0.701695,0.5449821,0
0.8067797,0.4440323,0
0.3254237,0.4562724,1
0.7237288,0.6953405,0
0.6186441,0.7329749,1
0.5649153,0.7168459,0
0.2576271,0.1648746,1
0.3979661,0.2455197,0
0.4783051,0.202509,0
0.6672881,0.6792115,0
0.7576271,0.1164875,1
0.4977966,0.2132617,0
0.4091526,0.6612903,0
0.4957627,0.303405,0
0.6438983,0.5845878,0
0.7355933,0.3706093,0
0.3601695,0.2530466,0
0.3016949,0.4596774,1
0.5232306,0.5202509,1
0.6159322,0.6810036,0
0.7288136,0.5630825,0
0.6718644,0.2905018,1
0.6725424,0.1810036,1
0.6181356,0.2419355,1
0.4677967,0.4431721,1
0.390678,0.3636201,1
0.4177966,0.7240143,0
0.7186441,0.5564516,0
0.4383051,0.6129032,0
0.5251949,0.2637993,0
0.4681356,0.4698925,1
0.4788136,0.6577061,0
0.4223729,0.1863799,0
0.5445763,0.1379928,0
0.6832204,0.2869176,1
0.7508475,0.5856631,0
0.4950848,0.4041219,1
0.9593221,0.6055556,1
0.7305085,0.670251,0
0.6050848,0.2311828,0
0.4371187,0.6971326,0
0.5742373,0.5195341,1
0.3788136,0.2401434,0
0.6949153,0.2519714,1
0.2627119,0.5184588,0
0.6283051,0.6684588,1
0.6489831,0.4532258,1
0.6086441,0.4382258,1
0.6593221,0.7078853,0
0.7254238,0.4836918,0
0.7491526,0.6845878,1
0.4328814,0.6164875,0
0.4667797,0.4189427,1
0.4059322,0.2964158,0
0.5647458,0.4905018,1
0.7033898,0.5792115,0
0.7118644,0.4955197,0
0.5055932,0.3867384,1
0.3791526,0.218638,0
0.6601695,0.5035843,0
0.6130509,0.2455197,0
0.4255932,0.2942652,1
0.2542373,0.4860215,0
0.2457627,0.5308244,0
0.8966102,0.6541219,1
0.7711865,0.265233,1
0.6966102,0.5071685,0
0.4352542,0.5854839,1
0.7881356,0.3625448,1
0.3949153,0.3032258,1
0.9254238,0.6326165,1
0.3783051,0.2132617,0
0.3355932,0.2811828,1
0.7135594,0.5756273,0
0.3,0.4125448,1
0.5871187,0.6014338,0
0.1423729,0.07706095,1
0.5972882,0.8207885,0
0.8389831,0.3901434,0
0.5288305,0.2681004,0
0.6789831,0.7204301,0
0.3067797,0.5284947,0
0.5184068,0.2473118,0
0.5605085,0.2114695,0
0.3338983,0.3718638,1
0.3801695,0.3901434,1
0.2898305,0.2802868,1
0.2932203,0.6032258,0
0.3688136,0.4851255,1
0.2762712,0.3962366,1
0.2576271,0.4960574,0
0.7305085,0.6935484,1
0.5320169,0.1845878,0
0.6327119,0.3560932,1
0.6467797,0.3161291,1
0.7864407,0.4273369,0
0.4076271,0.6055556,0
0.3016949,0.3390681,1
0.7254238,0.4489248,0
0.4686441,0.4978495,1
0.8322034,0.6845878,1
0.7254238,0.6069893,0
0.7525424,0.2078853,1
0.3491526,0.609319,0
0.7305085,0.6308244,0
0.261017,0.3094982,1
0.6874576,0.3926523,1
0.7305085,0.3664875,0
0.7271187,0.3901434,0
0.7067797,0.4548387,1
0.6966102,0.2978495,1
0.5761017,0.3048387,1
0.4276271,0.1236559,0
0.5386102,0.234767,0
0.8576272,0.6810036,1
0.5403559,0.5116488,1
0.7101696,0.4517922,0
0.5930508,0.6881721,0
0.279661,0.4149463,1
0.4971187,0.7580645,0
0.1610169,0.3430108,1
0.7254238,0.4801075,0
0.5292882,0.6469535,0
0.6030509,0.605018,0
0.3881356,0.7258065,0
0.550339,0.3114696,1
0.6466102,0.6666667,0
0.7050847,0.1810036,1
